### Q813672, basin : _wdadd_ 
Q813672,basin
Q15843493,Rückhaltebecken
### Q749565, basin : _wdadd_ 
Q749565,structural basin
Q229981,Zungenbecken
Q1069932,oceanic basin
Q7259386,pull apart basin
### Q166620, basin : _wdadd_ 
Q166620,drainage basin
Q194502,endorheic basin
Q2908753,Class A river system
Q7974430,watersheds of North America
Q11253501,river system of Norway
Q12079191,artesian basin
Q20060825,Hydrographic regions of Brasil
Q10358814,Região hidrográfica do Atlântico Leste
Q10358815,Região hidrográfica do Atlântico Nordeste Ocidental
Q10358816,Região hidrográfica do Atlântico Nordeste Oriental
Q10358818,Região hidrográfica do Paraguai
Q10358819,Región hidrográfica del Atlántico Sur
Q10358820,Região hidrográfica do Paraná
Q10358821,Região hidrográfica do Parnaíba
Q10358822,Região hidrográfica do São Francisco
Q10358824,Região hidrográfica do Uruguai
Q25416216,sub-basin
Q38833082,Drain cover
Q65209597,Conques intercomunitàries
Q82700259,sea basin
Q104347069,lake system
